resume_id,filename,category,model,semantic_alignment,n_recommendations,avg_score,top5_avg,top5_vs_next5_gap
ENGINEERING/12488356.pdf,12488356.pdf,ENGINEERING,Hybrid (RRF),0.800218,15,0.6825,0.9477,0.3017
ENGINEERING/12518008.pdf,12518008.pdf,ENGINEERING,ConFit v2,0.781308,15,0.8115,0.8201,0.0102
ENGINEERING/12518008.pdf,12518008.pdf,ENGINEERING,ColBERT,0.821957,15,0.7915,0.8404,0.0624
ENGINEERING/12518008.pdf,12518008.pdf,ENGINEERING,CrossEncoder,0.83555,15,0.4065,0.5015,0.1031
ENGINEERING/12518008.pdf,12518008.pdf,ENGINEERING,Hybrid (RRF),0.831078,15,0.6186,0.9318,0.4565
ENGINEERING/12748557.pdf,12748557.pdf,ENGINEERING,ConFit v2,0.758459,15,0.7974,0.8124,0.0197
ENGINEERING/12748557.pdf,12748557.pdf,ENGINEERING,ColBERT,0.795926,15,0.7937,0.867,0.0972
ENGINEERING/12748557.pdf,12748557.pdf,ENGINEERING,CrossEncoder,0.795412,15,0.2672,0.2742,0.0081
ENGINEERING/12748557.pdf,12748557.pdf,ENGINEERING,Hybrid (RRF),0.794023,15,0.7679,0.9695,0.0934
ENGINEERING/13149176.pdf,13149176.pdf,ENGINEERING,ConFit v2,0.799796,15,0.7855,0.7975,0.0143
ENGINEERING/13149176.pdf,13149176.pdf,ENGINEERING,ColBERT,0.774159,15,0.8102,0.8421,0.0377
ENGINEERING/13149176.pdf,13149176.pdf,ENGINEERING,CrossEncoder,0.816754,15,0.2605,0.2634,0.0036
ENGINEERING/13149176.pdf,13149176.pdf,ENGINEERING,Hybrid (RRF),0.783468,15,0.8253,0.9646,0.0805
ENGINEERING/13264796.pdf,13264796.pdf,ENGINEERING,ConFit v2,0.747803,15,0.8132,0.8233,0.0128
ENGINEERING/13264796.pdf,13264796.pdf,ENGINEERING,ColBERT,0.721166,15,0.7824,0.8254,0.056
ENGINEERING/13264796.pdf,13264796.pdf,ENGINEERING,CrossEncoder,0.782846,15,0.2988,0.3438,0.0614
ENGINEERING/13264796.pdf,13264796.pdf,ENGINEERING,Hybrid (RRF),0.7926,15,0.6895,0.9474,0.2953
ENGINEERING/14049846.pdf,14049846.pdf,ENGINEERING,ConFit v2,0.759627,15,0.7971,0.8074,0.0139
ENGINEERING/14049846.pdf,14049846.pdf,ENGINEERING,ColBERT,0.788777,15,0.7789,0.8347,0.0683
ENGINEERING/14049846.pdf,14049846.pdf,ENGINEERING,CrossEncoder,0.73529,15,0.2926,0.3117,0.0235
ENGINEERING/14049846.pdf,14049846.pdf,ENGINEERING,Hybrid (RRF),0.746202,15,0.7048,0.9689,0.2983
ENGINEERING/14206561.pdf,14206561.pdf,ENGINEERING,ConFit v2,0.751371,15,0.7918,0.8021,0.0135
ENGINEERING/14206561.pdf,14206561.pdf,ENGINEERING,ColBERT,0.77576,15,0.7786,0.8344,0.0677
ENGINEERING/14206561.pdf,14206561.pdf,ENGINEERING,CrossEncoder,0.759027,15,0.3304,0.4047,0.0976
ENGINEERING/14206561.pdf,14206561.pdf,ENGINEERING,Hybrid (RRF),0.804054,15,0.6806,0.9716,0.3791
ENGINEERING/14554542.pdf,14554542.pdf,ENGINEERING,ConFit v2,0.77248,15,0.7903,0.7997,0.0109
ENGINEERING/14554542.pdf,14554542.pdf,ENGINEERING,ColBERT,0.721167,15,0.8463,0.8684,0.0252
ENGINEERING/14554542.pdf,14554542.pdf,ENGINEERING,CrossEncoder,0.746979,15,0.2616,0.2651,0.0042
ENGINEERING/14554542.pdf,14554542.pdf,ENGINEERING,Hybrid (RRF),0.742137,15,0.6928,0.9679,0.314
ENGINEERING/15139979.pdf,15139979.pdf,ENGINEERING,ConFit v2,0.738892,15,0.7926,0.8073,0.0184
ENGINEERING/15139979.pdf,15139979.pdf,ENGINEERING,ColBERT,0.717646,15,0.818,0.8692,0.052
ENGINEERING/15139979.pdf,15139979.pdf,ENGINEERING,CrossEncoder,0.692078,15,0.2835,0.3027,0.0229
ENGINEERING/15139979.pdf,15139979.pdf,ENGINEERING,Hybrid (RRF),0.727534,15,0.7221,0.9521,0.2087
ENGINEERING/15601399.pdf,15601399.pdf,ENGINEERING,ConFit v2,0.745911,15,0.7966,0.8079,0.014
ENGINEERING/15601399.pdf,15601399.pdf,ENGINEERING,ColBERT,0.73859,15,0.8083,0.8459,0.0441
ENGINEERING/15601399.pdf,15601399.pdf,ENGINEERING,CrossEncoder,0.770058,15,0.2714,0.2992,0.0402
ENGINEERING/15601399.pdf,15601399.pdf,ENGINEERING,Hybrid (RRF),0.762275,15,0.8291,0.9708,0.0679
ENGINEERING/15858254.pdf,15858254.pdf,ENGINEERING,ConFit v2,0.813094,15,0.8349,0.844,0.0109
ENGINEERING/15858254.pdf,15858254.pdf,ENGINEERING,ColBERT,0.823431,15,0.8108,0.8636,0.0624
ENGINEERING/15858254.pdf,15858254.pdf,ENGINEERING,CrossEncoder,0.803737,15,0.2979,0.3298,0.0423
ENGINEERING/15858254.pdf,15858254.pdf,ENGINEERING,Hybrid (RRF),0.800491,15,0.7297,0.9249,0.1383
ENGINEERING/15941675.pdf,15941675.pdf,ENGINEERING,ConFit v2,0.743686,15,0.7902,0.7967,0.0081
ENGINEERING/15941675.pdf,15941675.pdf,ENGINEERING,ColBERT,0.766356,15,0.7578,0.827,0.0759
ENGINEERING/15941675.pdf,15941675.pdf,ENGINEERING,CrossEncoder,0.72807,15,0.3804,0.4868,0.1395
ENGINEERING/15941675.pdf,15941675.pdf,ENGINEERING,Hybrid (RRF),0.76645,15,0.6716,0.9752,0.4425
ENGINEERING/16803215.pdf,16803215.pdf,ENGINEERING,ConFit v2,0.781755,15,0.7897,0.8003,0.0135
ENGINEERING/16803215.pdf,16803215.pdf,ENGINEERING,ColBERT,0.743326,15,0.7984,0.8637,0.0724
ENGINEERING/16803215.pdf,16803215.pdf,ENGINEERING,CrossEncoder,0.769808,15,0.3675,0.4227,0.0678
ENGINEERING/16803215.pdf,16803215.pdf,ENGINEERING,Hybrid (RRF),0.747472,15,0.7547,0.9588,0.1351
ENGINEERING/16911115.pdf,16911115.pdf,ENGINEERING,ConFit v2,0.823569,15,0.8123,0.829,0.0234
ENGINEERING/16911115.pdf,16911115.pdf,ENGINEERING,ColBERT,0.832279,15,0.6625,0.7499,0.1176
ENGINEERING/16911115.pdf,16911115.pdf,ENGINEERING,CrossEncoder,0.819134,15,0.4908,0.6045,0.116
ENGINEERING/16911115.pdf,16911115.pdf,ENGINEERING,Hybrid (RRF),0.827131,15,0.7495,0.9802,0.1701
ENGINEERING/17043822.pdf,17043822.pdf,ENGINEERING,ConFit v2,0.744551,15,0.8229,0.8331,0.0116
ENGINEERING/17043822.pdf,17043822.pdf,ENGINEERING,ColBERT,0.766245,15,0.6902,0.785,0.1174
ENGINEERING/17043822.pdf,17043822.pdf,ENGINEERING,CrossEncoder,0.773272,15,0.2825,0.329,0.0662
ENGINEERING/17043822.pdf,17043822.pdf,ENGINEERING,Hybrid (RRF),0.760461,15,0.7856,0.976,0.0792
ENGINEERING/17103000.pdf,17103000.pdf,ENGINEERING,ConFit v2,0.745484,15,0.8229,0.8322,0.0128
ENGINEERING/17103000.pdf,17103000.pdf,ENGINEERING,ColBERT,0.813768,15,0.7839,0.8406,0.0708
ENGINEERING/17103000.pdf,17103000.pdf,ENGINEERING,CrossEncoder,0.755928,15,0.4156,0.5579,0.1899
ENGINEERING/17103000.pdf,17103000.pdf,ENGINEERING,Hybrid (RRF),0.810401,15,0.6074,0.8468,0.3456
ENGINEERING/17108676.pdf,17108676.pdf,ENGINEERING,ConFit v2,0.766976,15,0.8188,0.827,0.0098
ENGINEERING/17108676.pdf,17108676.pdf,ENGINEERING,ColBERT,0.789569,15,0.8139,0.8562,0.0451
ENGINEERING/17108676.pdf,17108676.pdf,ENGINEERING,CrossEncoder,0.794486,15,0.2752,0.2965,0.0295
ENGINEERING/17108676.pdf,17108676.pdf,ENGINEERING,Hybrid (RRF),0.793471,15,0.8601,0.9658,0.0539
ENGINEERING/17488801.pdf,17488801.pdf,ENGINEERING,ConFit v2,0.780899,15,0.8288,0.8369,0.0104
ENGINEERING/17488801.pdf,17488801.pdf,ENGINEERING,ColBERT,0.774199,15,0.7061,0.7661,0.0756
ENGINEERING/17488801.pdf,17488801.pdf,ENGINEERING,CrossEncoder,0.748227,15,0.5616,0.6947,0.1789
ENGINEERING/17488801.pdf,17488801.pdf,ENGINEERING,Hybrid (RRF),0.758596,15,0.6311,0.8185,0.2685
ENGINEERING/17926546.pdf,17926546.pdf,ENGINEERING,ConFit v2,0.757093,15,0.8008,0.8075,0.0084
ENGINEERING/17926546.pdf,17926546.pdf,ENGINEERING,ColBERT,0.76069,15,0.8516,0.8735,0.0228
ENGINEERING/17926546.pdf,17926546.pdf,ENGINEERING,CrossEncoder,0.753837,15,0.3152,0.3874,0.1032
ENGINEERING/17926546.pdf,17926546.pdf,ENGINEERING,Hybrid (RRF),0.776691,15,0.6579,0.9625,0.4403
ENGINEERING/18753367.pdf,18753367.pdf,ENGINEERING,ConFit v2,0.759765,15,0.7792,0.7948,0.0203
ENGINEERING/18753367.pdf,18753367.pdf,ENGINEERING,ColBERT,0.760464,15,0.7924,0.8238,0.041
ENGINEERING/18753367.pdf,18753367.pdf,ENGINEERING,CrossEncoder,0.720557,15,0.4306,0.5558,0.1524
ENGINEERING/18753367.pdf,18753367.pdf,ENGINEERING,Hybrid (RRF),0.758144,15,0.5687,0.7633,0.282
ENGINEERING/19124258.pdf,19124258.pdf,ENGINEERING,ConFit v2,0.791157,15,0.7941,0.8013,0.0089
ENGINEERING/19124258.pdf,19124258.pdf,ENGINEERING,ColBERT,0.739275,15,0.7912,0.841,0.064
ENGINEERING/19124258.pdf,19124258.pdf,ENGINEERING,CrossEncoder,0.80931,15,0.2528,0.2604,0.01
ENGINEERING/19124258.pdf,19124258.pdf,ENGINEERING,Hybrid (RRF),0.76685,15,0.7988,0.9572,0.0691
ENGINEERING/19396040.pdf,19396040.pdf,ENGINEERING,ConFit v2,0.78943,15,0.7951,0.8049,0.0119
ENGINEERING/19396040.pdf,19396040.pdf,ENGINEERING,ColBERT,0.770086,15,0.7472,0.8422,0.119
ENGINEERING/19396040.pdf,19396040.pdf,ENGINEERING,CrossEncoder,0.746727,15,0.381,0.4316,0.0685
ENGINEERING/19396040.pdf,19396040.pdf,ENGINEERING,Hybrid (RRF),0.754175,15,0.6812,0.9358,0.2928
ENGINEERING/19397727.pdf,19397727.pdf,ENGINEERING,ConFit v2,0.738911,15,0.8114,0.8177,0.0072
ENGINEERING/19397727.pdf,19397727.pdf,ENGINEERING,ColBERT,0.743384,15,0.7859,0.8276,0.0491
ENGINEERING/19397727.pdf,19397727.pdf,ENGINEERING,CrossEncoder,0.754239,15,0.2547,0.2578,0.0041
ENGINEERING/19397727.pdf,19397727.pdf,ENGINEERING,Hybrid (RRF),0.744766,15,0.7273,0.9349,0.1631
ENGINEERING/19553067.pdf,19553067.pdf,ENGINEERING,ConFit v2,0.770658,15,0.8255,0.836,0.0136
ENGINEERING/19553067.pdf,19553067.pdf,ENGINEERING,ColBERT,0.786439,15,0.7667,0.8368,0.0912
ENGINEERING/19553067.pdf,19553067.pdf,ENGINEERING,CrossEncoder,0.780484,15,0.513,0.6947,0.1917
ENGINEERING/19553067.pdf,19553067.pdf,ENGINEERING,Hybrid (RRF),0.825931,15,0.6563,0.9585,0.4376
ENGINEERING/19612167.pdf,19612167.pdf,ENGINEERING,ConFit v2,0.726081,15,0.8208,0.8277,0.008
ENGINEERING/19612167.pdf,19612167.pdf,ENGINEERING,ColBERT,0.719089,15,0.7977,0.8351,0.0466
ENGINEERING/19612167.pdf,19612167.pdf,ENGINEERING,CrossEncoder,0.737105,15,0.2573,0.2613,0.0046
ENGINEERING/19612167.pdf,19612167.pdf,ENGINEERING,Hybrid (RRF),0.73724,15,0.741,0.9502,0.1472
ENGINEERING/20566550.pdf,20566550.pdf,ENGINEERING,ConFit v2,0.714906,15,0.8099,0.817,0.0086
ENGINEERING/20566550.pdf,20566550.pdf,ENGINEERING,ColBERT,0.761963,15,0.7694,0.8327,0.0789
ENGINEERING/20566550.pdf,20566550.pdf,ENGINEERING,CrossEncoder,0.74745,15,0.269,0.2806,0.0158
ENGINEERING/20566550.pdf,20566550.pdf,ENGINEERING,Hybrid (RRF),0.769761,15,0.7339,0.9454,0.1592
ENGINEERING/20882041.pdf,20882041.pdf,ENGINEERING,ConFit v2,0.787404,15,0.7547,0.7618,0.0079
ENGINEERING/20882041.pdf,20882041.pdf,ENGINEERING,ColBERT,0.757084,15,0.7663,0.827,0.0777
ENGINEERING/20882041.pdf,20882041.pdf,ENGINEERING,CrossEncoder,0.744458,15,0.3097,0.3584,0.0589
ENGINEERING/20882041.pdf,20882041.pdf,ENGINEERING,Hybrid (RRF),0.774314,15,0.6601,0.9611,0.442
ENGINEERING/20981299.pdf,20981299.pdf,ENGINEERING,ConFit v2,0.781673,15,0.7854,0.7976,0.0152
ENGINEERING/20981299.pdf,20981299.pdf,ENGINEERING,ColBERT,0.824881,15,0.8034,0.8745,0.08
ENGINEERING/20981299.pdf,20981299.pdf,ENGINEERING,CrossEncoder,0.754033,15,0.3037,0.3693,0.095
ENGINEERING/20981299.pdf,20981299.pdf,ENGINEERING,Hybrid (RRF),0.817784,15,0.732,0.9764,0.2276
ENGINEERING/21038022.pdf,21038022.pdf,ENGINEERING,ConFit v2,0.769635,15,0.7921,0.7973,0.0057
ENGINEERING/21038022.pdf,21038022.pdf,ENGINEERING,ColBERT,0.751857,15,0.7792,0.8245,0.0581
ENGINEERING/21038022.pdf,21038022.pdf,ENGINEERING,CrossEncoder,0.726789,15,0.2673,0.2893,0.0298
ENGINEERING/21038022.pdf,21038022.pdf,ENGINEERING,Hybrid (RRF),0.735783,15,0.7044,0.9707,0.3007
ENGINEERING/21298336.pdf,21298336.pdf,ENGINEERING,ConFit v2,0.788302,15,0.8217,0.8294,0.0079
ENGINEERING/21298336.pdf,21298336.pdf,ENGINEERING,ColBERT,0.798052,15,0.7167,0.7859,0.0808
ENGINEERING/21298336.pdf,21298336.pdf,ENGINEERING,CrossEncoder,0.759354,15,0.6109,0.7145,0.1301
ENGINEERING/21298336.pdf,21298336.pdf,ENGINEERING,Hybrid (RRF),0.78539,15,0.7386,0.9385,0.1329
ENGINEERING/21629057.pdf,21629057.pdf,ENGINEERING,ConFit v2,0.830316,15,0.8057,0.8143,0.0091
ENGINEERING/21629057.pdf,21629057.pdf,ENGINEERING,ColBERT,0.811593,15,0.7631,0.815,0.0624
ENGINEERING/21629057.pdf,21629057.pdf,ENGINEERING,CrossEncoder,0.767049,15,0.2624,0.2661,0.0048
ENGINEERING/21629057.pdf,21629057.pdf,ENGINEERING,Hybrid (RRF),0.811567,15,0.7396,0.964,0.2144
ENGINEERING/21807224.pdf,21807224.pdf,ENGINEERING,ConFit v2,0.774356,15,0.7921,0.8086,0.0214
ENGINEERING/21807224.pdf,21807224.pdf,ENGINEERING,ColBERT,0.782645,15,0.7538,0.7981,0.061
ENGINEERING/21807224.pdf,21807224.pdf,ENGINEERING,CrossEncoder,0.769249,15,0.3017,0.3243,0.0306
ENGINEERING/21807224.pdf,21807224.pdf,ENGINEERING,Hybrid (RRF),0.79663,15,0.6858,0.9528,0.3138
ENGINEERING/21847415.pdf,21847415.pdf,ENGINEERING,ConFit v2,0.784996,15,0.8186,0.8265,0.0088
ENGINEERING/21847415.pdf,21847415.pdf,ENGINEERING,ColBERT,0.784783,15,0.7831,0.8187,0.0462
ENGINEERING/21847415.pdf,21847415.pdf,ENGINEERING,CrossEncoder,0.783672,15,0.2821,0.3155,0.0458
ENGINEERING/21847415.pdf,21847415.pdf,ENGINEERING,Hybrid (RRF),0.822467,15,0.6865,0.951,0.3067
ENGINEERING/22605864.pdf,22605864.pdf,ENGINEERING,ConFit v2,0.768449,15,0.7904,0.7995,0.0111
ENGINEERING/22605864.pdf,22605864.pdf,ENGINEERING,ColBERT,0.815327,15,0.7624,0.8268,0.084
ENGINEERING/22605864.pdf,22605864.pdf,ENGINEERING,CrossEncoder,0.778884,15,0.2899,0.3323,0.0604
ENGINEERING/22605864.pdf,22605864.pdf,ENGINEERING,Hybrid (RRF),0.817305,15,0.7158,0.9632,0.2336
ENGINEERING/22890839.pdf,22890839.pdf,ENGINEERING,ConFit v2,0.743717,15,0.8121,0.8207,0.0111
ENGINEERING/22890839.pdf,22890839.pdf,ENGINEERING,ColBERT,0.796735,15,0.825,0.8712,0.0475
ENGINEERING/22890839.pdf,22890839.pdf,ENGINEERING,CrossEncoder,0.819244,15,0.2653,0.2706,0.006
ENGINEERING/22890839.pdf,22890839.pdf,ENGINEERING,Hybrid (RRF),0.795588,15,0.809,0.974,0.0766
ENGINEERING/23234047.pdf,23234047.pdf,ENGINEERING,ConFit v2,0.810031,15,0.8225,0.8299,0.0088
ENGINEERING/23234047.pdf,23234047.pdf,ENGINEERING,ColBERT,0.822549,15,0.8245,0.8729,0.0559
ENGINEERING/23234047.pdf,23234047.pdf,ENGINEERING,CrossEncoder,0.834625,15,0.2773,0.2819,0.0044
ENGINEERING/23234047.pdf,23234047.pdf,ENGINEERING,Hybrid (RRF),0.814541,15,0.7399,0.9619,0.1527
ENGINEERING/23438227.pdf,23438227.pdf,ENGINEERING,ConFit v2,0.726508,15,0.7972,0.8052,0.0094
ENGINEERING/23438227.pdf,23438227.pdf,ENGINEERING,ColBERT,0.742057,15,0.8014,0.8366,0.0418
ENGINEERING/23438227.pdf,23438227.pdf,ENGINEERING,CrossEncoder,0.746461,15,0.2495,0.2522,0.0031
ENGINEERING/23438227.pdf,23438227.pdf,ENGINEERING,Hybrid (RRF),0.743688,15,0.7915,0.9673,0.0735
ENGINEERING/23497307.pdf,23497307.pdf,ENGINEERING,ConFit v2,0.803116,15,0.8188,0.8287,0.0119
ENGINEERING/23497307.pdf,23497307.pdf,ENGINEERING,ColBERT,0.817199,15,0.6812,0.7436,0.0823
ENGINEERING/23497307.pdf,23497307.pdf,ENGINEERING,CrossEncoder,0.841707,15,0.4176,0.5803,0.228
ENGINEERING/23497307.pdf,23497307.pdf,ENGINEERING,Hybrid (RRF),0.846094,15,0.6471,0.9268,0.3691
ENGINEERING/24322804.pdf,24322804.pdf,ENGINEERING,ConFit v2,0.799343,15,0.8096,0.8166,0.0079
ENGINEERING/24322804.pdf,24322804.pdf,ENGINEERING,ColBERT,0.753523,15,0.8311,0.8703,0.0457
ENGINEERING/24322804.pdf,24322804.pdf,ENGINEERING,CrossEncoder,0.715883,15,0.3371,0.4404,0.1446
ENGINEERING/24322804.pdf,24322804.pdf,ENGINEERING,Hybrid (RRF),0.727674,15,0.6317,0.9375,0.4448
ENGINEERING/24647794.pdf,24647794.pdf,ENGINEERING,ConFit v2,0.76768,15,0.8443,0.8495,0.0055
ENGINEERING/24647794.pdf,24647794.pdf,ENGINEERING,ColBERT,0.775263,15,0.8785,0.8999,0.0199
ENGINEERING/24647794.pdf,24647794.pdf,ENGINEERING,CrossEncoder,0.755215,15,0.3562,0.4196,0.0854
ENGINEERING/24647794.pdf,24647794.pdf,ENGINEERING,Hybrid (RRF),0.77036,15,0.6456,0.9369,0.4244
ENGINEERING/25425322.pdf,25425322.pdf,ENGINEERING,ConFit v2,0.782993,15,0.8117,0.8212,0.0124
ENGINEERING/25425322.pdf,25425322.pdf,ENGINEERING,ColBERT,0.777036,15,0.8259,0.8737,0.0621
ENGINEERING/25425322.pdf,25425322.pdf,ENGINEERING,CrossEncoder,0.783706,15,0.3042,0.3301,0.0314
ENGINEERING/25425322.pdf,25425322.pdf,ENGINEERING,Hybrid (RRF),0.782112,15,0.6722,0.965,0.3881
ENGINEERING/25608963.pdf,25608963.pdf,ENGINEERING,ConFit v2,0.73331,15,0.7916,0.8029,0.0137
ENGINEERING/25608963.pdf,25608963.pdf,ENGINEERING,ColBERT,0.751417,15,0.8275,0.8597,0.0256
ENGINEERING/25608963.pdf,25608963.pdf,ENGINEERING,CrossEncoder,0.785021,15,0.2607,0.2775,0.0237
ENGINEERING/25608963.pdf,25608963.pdf,ENGINEERING,Hybrid (RRF),0.778422,15,0.756,0.9662,0.1447
ENGINEERING/25797445.pdf,25797445.pdf,ENGINEERING,ConFit v2,0.796285,15,0.7882,0.807,0.0246
ENGINEERING/25797445.pdf,25797445.pdf,ENGINEERING,ColBERT,0.797849,15,0.7023,0.776,0.0926
ENGINEERING/25797445.pdf,25797445.pdf,ENGINEERING,CrossEncoder,0.798606,15,0.2948,0.3512,0.082
ENGINEERING/25797445.pdf,25797445.pdf,ENGINEERING,Hybrid (RRF),0.796488,15,0.6536,0.9304,0.3619
ENGINEERING/25919149.pdf,25919149.pdf,ENGINEERING,ConFit v2,0.785316,15,0.8026,0.8095,0.0081
ENGINEERING/25919149.pdf,25919149.pdf,ENGINEERING,ColBERT,0.790156,15,0.8107,0.8419,0.0331
ENGINEERING/25919149.pdf,25919149.pdf,ENGINEERING,CrossEncoder,0.80899,15,0.2574,0.2613,0.0052
ENGINEERING/25919149.pdf,25919149.pdf,ENGINEERING,Hybrid (RRF),0.792232,15,0.7956,0.9535,0.0711
ENGINEERING/25930778.pdf,25930778.pdf,ENGINEERING,ConFit v2,0.798619,15,0.8172,0.8302,0.016
ENGINEERING/25930778.pdf,25930778.pdf,ENGINEERING,ColBERT,0.841225,15,0.8241,0.8788,0.0679
ENGINEERING/25930778.pdf,25930778.pdf,ENGINEERING,CrossEncoder,0.826478,15,0.2866,0.3038,0.0219
ENGINEERING/25930778.pdf,25930778.pdf,ENGINEERING,Hybrid (RRF),0.855329,15,0.7434,0.9529,0.1501
ENGINEERING/26456899.pdf,26456899.pdf,ENGINEERING,ConFit v2,0.770481,15,0.8196,0.8262,0.0079
ENGINEERING/26456899.pdf,26456899.pdf,ENGINEERING,ColBERT,0.758912,15,0.8312,0.881,0.0619
ENGINEERING/26456899.pdf,26456899.pdf,ENGINEERING,CrossEncoder,0.779108,15,0.2623,0.265,0.0028
ENGINEERING/26456899.pdf,26456899.pdf,ENGINEERING,Hybrid (RRF),0.778197,15,0.711,0.971,0.2534
ENGINEERING/26834746.pdf,26834746.pdf,ENGINEERING,ConFit v2,0.752127,15,0.8068,0.814,0.0089
ENGINEERING/26834746.pdf,26834746.pdf,ENGINEERING,ColBERT,0.780224,15,0.8006,0.8346,0.0375
ENGINEERING/26834746.pdf,26834746.pdf,ENGINEERING,CrossEncoder,0.788889,15,0.2806,0.3009,0.0249
ENGINEERING/26834746.pdf,26834746.pdf,ENGINEERING,Hybrid (RRF),0.776729,15,0.7269,0.9771,0.2339
ENGINEERING/27040860.pdf,27040860.pdf,ENGINEERING,ConFit v2,0.742713,15,0.7879,0.794,0.0069
ENGINEERING/27040860.pdf,27040860.pdf,ENGINEERING,ColBERT,0.764057,15,0.7299,0.8179,0.1127
ENGINEERING/27040860.pdf,27040860.pdf,ENGINEERING,CrossEncoder,0.68899,15,0.3184,0.3572,0.0513
ENGINEERING/27040860.pdf,27040860.pdf,ENGINEERING,Hybrid (RRF),0.744694,15,0.6991,0.9864,0.3737
ENGINEERING/27152464.pdf,27152464.pdf,ENGINEERING,ConFit v2,0.804139,15,0.8366,0.841,0.0052
ENGINEERING/27152464.pdf,27152464.pdf,ENGINEERING,ColBERT,0.802155,15,0.8469,0.8907,0.0444
ENGINEERING/27152464.pdf,27152464.pdf,ENGINEERING,CrossEncoder,0.799699,15,0.2855,0.293,0.0098
ENGINEERING/27152464.pdf,27152464.pdf,ENGINEERING,Hybrid (RRF),0.796351,15,0.8098,0.9847,0.08
ENGINEERING/27756469.pdf,27756469.pdf,ENGINEERING,ConFit v2,0.75899,15,0.8024,0.8112,0.0092
ENGINEERING/27756469.pdf,27756469.pdf,ENGINEERING,ColBERT,0.802582,15,0.7944,0.8574,0.0735
ENGINEERING/27756469.pdf,27756469.pdf,ENGINEERING,CrossEncoder,0.748603,15,0.318,0.3969,0.111
ENGINEERING/27756469.pdf,27756469.pdf,ENGINEERING,Hybrid (RRF),0.808907,15,0.7616,0.9893,0.1658
ENGINEERING/28005884.pdf,28005884.pdf,ENGINEERING,ConFit v2,0.760071,15,0.8088,0.8179,0.0101
ENGINEERING/28005884.pdf,28005884.pdf,ENGINEERING,ColBERT,0.774189,15,0.7806,0.8444,0.0806
ENGINEERING/28005884.pdf,28005884.pdf,ENGINEERING,CrossEncoder,0.752773,15,0.2568,0.2629,0.0078
ENGINEERING/28005884.pdf,28005884.pdf,ENGINEERING,Hybrid (RRF),0.777435,15,0.7647,0.9537,0.0926
ENGINEERING/28078163.pdf,28078163.pdf,ENGINEERING,ConFit v2,0.728239,15,0.7713,0.7856,0.0174
ENGINEERING/28078163.pdf,28078163.pdf,ENGINEERING,ColBERT,0.731774,15,0.6267,0.7501,0.1399
ENGINEERING/28078163.pdf,28078163.pdf,ENGINEERING,CrossEncoder,0.725228,15,0.3199,0.3665,0.0615
ENGINEERING/28078163.pdf,28078163.pdf,ENGINEERING,Hybrid (RRF),0.727048,15,0.7036,0.9615,0.2635
ENGINEERING/28320387.pdf,28320387.pdf,ENGINEERING,ConFit v2,0.736297,15,0.7922,0.8049,0.0163
ENGINEERING/28320387.pdf,28320387.pdf,ENGINEERING,ColBERT,0.74742,15,0.7592,0.8119,0.0694
ENGINEERING/28320387.pdf,28320387.pdf,ENGINEERING,CrossEncoder,0.751408,15,0.2607,0.2651,0.0059
ENGINEERING/28320387.pdf,28320387.pdf,ENGINEERING,Hybrid (RRF),0.74742,15,0.7897,0.9645,0.0866
ENGINEERING/28505854.pdf,28505854.pdf,ENGINEERING,ConFit v2,0.758543,15,0.8001,0.8073,0.0078
ENGINEERING/28505854.pdf,28505854.pdf,ENGINEERING,ColBERT,0.752278,15,0.727,0.7929,0.0859
ENGINEERING/28505854.pdf,28505854.pdf,ENGINEERING,CrossEncoder,0.76417,15,0.4055,0.5318,0.1619
ENGINEERING/28505854.pdf,28505854.pdf,ENGINEERING,Hybrid (RRF),0.759914,15,0.7201,0.9594,0.2247
ENGINEERING/28628090.pdf,28628090.pdf,ENGINEERING,ConFit v2,0.826635,15,0.8141,0.8281,0.0177
ENGINEERING/28628090.pdf,28628090.pdf,ENGINEERING,ColBERT,0.772432,15,0.8,0.8535,0.0675
ENGINEERING/28628090.pdf,28628090.pdf,ENGINEERING,CrossEncoder,0.751843,15,0.2985,0.3459,0.0679
ENGINEERING/28628090.pdf,28628090.pdf,ENGINEERING,Hybrid (RRF),0.80139,15,0.7797,0.9664,0.0706
ENGINEERING/28630325.pdf,28630325.pdf,ENGINEERING,ConFit v2,0.771327,15,0.8117,0.8224,0.0133
ENGINEERING/28630325.pdf,28630325.pdf,ENGINEERING,ColBERT,0.787905,15,0.7954,0.8386,0.0529
ENGINEERING/28630325.pdf,28630325.pdf,ENGINEERING,CrossEncoder,0.769665,15,0.3302,0.3654,0.0449
ENGINEERING/28630325.pdf,28630325.pdf,ENGINEERING,Hybrid (RRF),0.77295,15,0.6884,0.9505,0.3049
ENGINEERING/28631840.pdf,28631840.pdf,ENGINEERING,ConFit v2,0.753155,15,0.8296,0.8389,0.011
ENGINEERING/28631840.pdf,28631840.pdf,ENGINEERING,ColBERT,0.749005,15,0.83,0.8754,0.0478
ENGINEERING/28631840.pdf,28631840.pdf,ENGINEERING,CrossEncoder,0.707805,15,0.4809,0.5638,0.0943
ENGINEERING/28631840.pdf,28631840.pdf,ENGINEERING,Hybrid (RRF),0.720743,15,0.6357,0.9509,0.4543
ENGINEERING/28762662.pdf,28762662.pdf,ENGINEERING,ConFit v2,0.73724,15,0.8049,0.8186,0.0176
