resume_id,filename,category,model_a,model_b,rbo,jaccard_at_10,overlap_at_10
DIGITAL-MEDIA/19053815.pdf,19053815.pdf,DIGITAL-MEDIA,ConFit v2,CrossEncoder,0.1189,0.1111,2
DIGITAL-MEDIA/19053815.pdf,19053815.pdf,DIGITAL-MEDIA,ColBERT,CrossEncoder,0.284,0.25,4
DIGITAL-MEDIA/22380187.pdf,22380187.pdf,DIGITAL-MEDIA,ConFit v2,ColBERT,0.4789,0.3333,5
DIGITAL-MEDIA/22380187.pdf,22380187.pdf,DIGITAL-MEDIA,ConFit v2,CrossEncoder,0.4639,0.25,4
DIGITAL-MEDIA/22380187.pdf,22380187.pdf,DIGITAL-MEDIA,ColBERT,CrossEncoder,0.4524,0.25,4
ENGINEERING/10030015.pdf,10030015.pdf,ENGINEERING,ConFit v2,ColBERT,0.2217,0.1765,3
ENGINEERING/10030015.pdf,10030015.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.1986,0.1111,2
ENGINEERING/10030015.pdf,10030015.pdf,ENGINEERING,ColBERT,CrossEncoder,0.1794,0.1111,2
ENGINEERING/10219099.pdf,10219099.pdf,ENGINEERING,ConFit v2,ColBERT,0.2396,0.3333,5
ENGINEERING/10219099.pdf,10219099.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.312,0.25,4
ENGINEERING/10219099.pdf,10219099.pdf,ENGINEERING,ColBERT,CrossEncoder,0.2833,0.25,4
ENGINEERING/10624813.pdf,10624813.pdf,ENGINEERING,ConFit v2,ColBERT,0.4076,0.8182,9
ENGINEERING/10624813.pdf,10624813.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.4187,0.6667,8
ENGINEERING/10624813.pdf,10624813.pdf,ENGINEERING,ColBERT,CrossEncoder,0.605,0.8182,9
ENGINEERING/10712803.pdf,10712803.pdf,ENGINEERING,ConFit v2,ColBERT,0.3681,0.25,4
ENGINEERING/10712803.pdf,10712803.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.1007,0.1111,2
ENGINEERING/10712803.pdf,10712803.pdf,ENGINEERING,ColBERT,CrossEncoder,0.3155,0.4286,6
ENGINEERING/10985403.pdf,10985403.pdf,ENGINEERING,ConFit v2,ColBERT,0.2579,0.3333,5
ENGINEERING/10985403.pdf,10985403.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.234,0.25,4
ENGINEERING/10985403.pdf,10985403.pdf,ENGINEERING,ColBERT,CrossEncoder,0.2695,0.25,4
ENGINEERING/11890896.pdf,11890896.pdf,ENGINEERING,ConFit v2,ColBERT,0.179,0.1111,2
ENGINEERING/11890896.pdf,11890896.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.344,0.25,4
ENGINEERING/11890896.pdf,11890896.pdf,ENGINEERING,ColBERT,CrossEncoder,0.2484,0.25,4
ENGINEERING/11981094.pdf,11981094.pdf,ENGINEERING,ConFit v2,ColBERT,0.6772,0.3333,5
ENGINEERING/11981094.pdf,11981094.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.6118,0.4286,6
ENGINEERING/11981094.pdf,11981094.pdf,ENGINEERING,ColBERT,CrossEncoder,0.5945,0.3333,5
ENGINEERING/12011623.pdf,12011623.pdf,ENGINEERING,ConFit v2,ColBERT,0.2297,0.1765,3
ENGINEERING/12011623.pdf,12011623.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.0845,0.1111,2
ENGINEERING/12011623.pdf,12011623.pdf,ENGINEERING,ColBERT,CrossEncoder,0.1615,0.1765,3
ENGINEERING/12022566.pdf,12022566.pdf,ENGINEERING,ConFit v2,ColBERT,0.138,0.1111,2
ENGINEERING/12022566.pdf,12022566.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.1787,0.1765,3
ENGINEERING/12022566.pdf,12022566.pdf,ENGINEERING,ColBERT,CrossEncoder,0.0743,0.0526,1
ENGINEERING/12472574.pdf,12472574.pdf,ENGINEERING,ConFit v2,ColBERT,0.7262,0.6667,8
ENGINEERING/12472574.pdf,12472574.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.1617,0.25,4
ENGINEERING/12472574.pdf,12472574.pdf,ENGINEERING,ColBERT,CrossEncoder,0.213,0.3333,5
ENGINEERING/12488356.pdf,12488356.pdf,ENGINEERING,ConFit v2,ColBERT,0.3893,0.3333,5
ENGINEERING/12488356.pdf,12488356.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.2321,0.25,4
ENGINEERING/12488356.pdf,12488356.pdf,ENGINEERING,ColBERT,CrossEncoder,0.3132,0.25,4
ENGINEERING/12518008.pdf,12518008.pdf,ENGINEERING,ConFit v2,ColBERT,0.2653,0.1111,2
ENGINEERING/12518008.pdf,12518008.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.0987,0.1111,2
ENGINEERING/12518008.pdf,12518008.pdf,ENGINEERING,ColBERT,CrossEncoder,0.4216,0.1765,3
ENGINEERING/12748557.pdf,12748557.pdf,ENGINEERING,ConFit v2,ColBERT,0.5258,0.3333,5
ENGINEERING/12748557.pdf,12748557.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.4825,0.3333,5
ENGINEERING/12748557.pdf,12748557.pdf,ENGINEERING,ColBERT,CrossEncoder,0.5805,0.4286,6
ENGINEERING/13149176.pdf,13149176.pdf,ENGINEERING,ConFit v2,ColBERT,0.2545,0.4286,6
ENGINEERING/13149176.pdf,13149176.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.2919,0.5385,7
ENGINEERING/13149176.pdf,13149176.pdf,ENGINEERING,ColBERT,CrossEncoder,0.5672,0.5385,7
ENGINEERING/13264796.pdf,13264796.pdf,ENGINEERING,ConFit v2,ColBERT,0.2689,0.1765,3
ENGINEERING/13264796.pdf,13264796.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.2596,0.25,4
ENGINEERING/13264796.pdf,13264796.pdf,ENGINEERING,ColBERT,CrossEncoder,0.235,0.1765,3
ENGINEERING/14049846.pdf,14049846.pdf,ENGINEERING,ConFit v2,ColBERT,0.3708,0.4286,6
ENGINEERING/14049846.pdf,14049846.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.2424,0.25,4
ENGINEERING/14049846.pdf,14049846.pdf,ENGINEERING,ColBERT,CrossEncoder,0.2132,0.25,4
ENGINEERING/14206561.pdf,14206561.pdf,ENGINEERING,ConFit v2,ColBERT,0.1622,0.0526,1
ENGINEERING/14206561.pdf,14206561.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.0503,0.0526,1
ENGINEERING/14206561.pdf,14206561.pdf,ENGINEERING,ColBERT,CrossEncoder,0.2385,0.25,4
ENGINEERING/14554542.pdf,14554542.pdf,ENGINEERING,ConFit v2,ColBERT,0.2499,0.25,4
ENGINEERING/14554542.pdf,14554542.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.2549,0.25,4
ENGINEERING/14554542.pdf,14554542.pdf,ENGINEERING,ColBERT,CrossEncoder,0.294,0.25,4
ENGINEERING/15139979.pdf,15139979.pdf,ENGINEERING,ConFit v2,ColBERT,0.447,0.4286,6
ENGINEERING/15139979.pdf,15139979.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.1745,0.1111,2
ENGINEERING/15139979.pdf,15139979.pdf,ENGINEERING,ColBERT,CrossEncoder,0.2751,0.25,4
ENGINEERING/15601399.pdf,15601399.pdf,ENGINEERING,ConFit v2,ColBERT,0.4592,0.3333,5
ENGINEERING/15601399.pdf,15601399.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.3375,0.3333,5
ENGINEERING/15601399.pdf,15601399.pdf,ENGINEERING,ColBERT,CrossEncoder,0.4264,0.4286,6
ENGINEERING/15858254.pdf,15858254.pdf,ENGINEERING,ConFit v2,ColBERT,0.5635,0.4286,6
ENGINEERING/15858254.pdf,15858254.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.3001,0.25,4
ENGINEERING/15858254.pdf,15858254.pdf,ENGINEERING,ColBERT,CrossEncoder,0.2672,0.1111,2
ENGINEERING/15941675.pdf,15941675.pdf,ENGINEERING,ConFit v2,ColBERT,0.2402,0.3333,5
ENGINEERING/15941675.pdf,15941675.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.1254,0.0526,1
ENGINEERING/15941675.pdf,15941675.pdf,ENGINEERING,ColBERT,CrossEncoder,0.0922,0.0526,1
ENGINEERING/16803215.pdf,16803215.pdf,ENGINEERING,ConFit v2,ColBERT,0.4278,0.4286,6
ENGINEERING/16803215.pdf,16803215.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.3493,0.3333,5
ENGINEERING/16803215.pdf,16803215.pdf,ENGINEERING,ColBERT,CrossEncoder,0.2176,0.25,4
ENGINEERING/16911115.pdf,16911115.pdf,ENGINEERING,ConFit v2,ColBERT,0.5069,0.4286,6
ENGINEERING/16911115.pdf,16911115.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.3164,0.4286,6
ENGINEERING/16911115.pdf,16911115.pdf,ENGINEERING,ColBERT,CrossEncoder,0.3439,0.3333,5
ENGINEERING/17043822.pdf,17043822.pdf,ENGINEERING,ConFit v2,ColBERT,0.3287,0.25,4
ENGINEERING/17043822.pdf,17043822.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.3729,0.4286,6
ENGINEERING/17043822.pdf,17043822.pdf,ENGINEERING,ColBERT,CrossEncoder,0.3464,0.3333,5
ENGINEERING/17103000.pdf,17103000.pdf,ENGINEERING,ConFit v2,ColBERT,0.1952,0.1765,3
ENGINEERING/17103000.pdf,17103000.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.0543,0.0,0
ENGINEERING/17103000.pdf,17103000.pdf,ENGINEERING,ColBERT,CrossEncoder,0.127,0.1765,3
ENGINEERING/17108676.pdf,17108676.pdf,ENGINEERING,ConFit v2,ColBERT,0.4231,0.3333,5
ENGINEERING/17108676.pdf,17108676.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.3738,0.3333,5
ENGINEERING/17108676.pdf,17108676.pdf,ENGINEERING,ColBERT,CrossEncoder,0.4276,0.4286,6
ENGINEERING/17488801.pdf,17488801.pdf,ENGINEERING,ConFit v2,ColBERT,0.3338,0.4286,6
ENGINEERING/17488801.pdf,17488801.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.084,0.1111,2
ENGINEERING/17488801.pdf,17488801.pdf,ENGINEERING,ColBERT,CrossEncoder,0.0431,0.0526,1
ENGINEERING/17926546.pdf,17926546.pdf,ENGINEERING,ConFit v2,ColBERT,0.3947,0.25,4
ENGINEERING/17926546.pdf,17926546.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.1106,0.1111,2
ENGINEERING/17926546.pdf,17926546.pdf,ENGINEERING,ColBERT,CrossEncoder,0.1084,0.1111,2
ENGINEERING/18753367.pdf,18753367.pdf,ENGINEERING,ConFit v2,ColBERT,0.2169,0.0526,1
ENGINEERING/18753367.pdf,18753367.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.0968,0.0526,1
ENGINEERING/18753367.pdf,18753367.pdf,ENGINEERING,ColBERT,CrossEncoder,0.1275,0.0526,1
ENGINEERING/19124258.pdf,19124258.pdf,ENGINEERING,ConFit v2,ColBERT,0.3538,0.25,4
ENGINEERING/19124258.pdf,19124258.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.2635,0.4286,6
ENGINEERING/19124258.pdf,19124258.pdf,ENGINEERING,ColBERT,CrossEncoder,0.3358,0.3333,5
ENGINEERING/19396040.pdf,19396040.pdf,ENGINEERING,ConFit v2,ColBERT,0.2766,0.1765,3
ENGINEERING/19396040.pdf,19396040.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.2478,0.1111,2
ENGINEERING/19396040.pdf,19396040.pdf,ENGINEERING,ColBERT,CrossEncoder,0.2919,0.25,4
ENGINEERING/19397727.pdf,19397727.pdf,ENGINEERING,ConFit v2,ColBERT,0.3928,0.1765,3
ENGINEERING/19397727.pdf,19397727.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.604,0.4286,6
ENGINEERING/19397727.pdf,19397727.pdf,ENGINEERING,ColBERT,CrossEncoder,0.472,0.3333,5
ENGINEERING/19553067.pdf,19553067.pdf,ENGINEERING,ConFit v2,ColBERT,0.376,0.4286,6
ENGINEERING/19553067.pdf,19553067.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.1058,0.1111,2
ENGINEERING/19553067.pdf,19553067.pdf,ENGINEERING,ColBERT,CrossEncoder,0.1111,0.1111,2
ENGINEERING/19612167.pdf,19612167.pdf,ENGINEERING,ConFit v2,ColBERT,0.4763,0.25,4
ENGINEERING/19612167.pdf,19612167.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.3262,0.25,4
ENGINEERING/19612167.pdf,19612167.pdf,ENGINEERING,ColBERT,CrossEncoder,0.4006,0.4286,6
ENGINEERING/20566550.pdf,20566550.pdf,ENGINEERING,ConFit v2,ColBERT,0.2296,0.25,4
ENGINEERING/20566550.pdf,20566550.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.2316,0.3333,5
ENGINEERING/20566550.pdf,20566550.pdf,ENGINEERING,ColBERT,CrossEncoder,0.5121,0.4286,6
ENGINEERING/20882041.pdf,20882041.pdf,ENGINEERING,ConFit v2,ColBERT,0.178,0.1765,3
ENGINEERING/20882041.pdf,20882041.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.1008,0.1111,2
ENGINEERING/20882041.pdf,20882041.pdf,ENGINEERING,ColBERT,CrossEncoder,0.0918,0.1765,3
ENGINEERING/20981299.pdf,20981299.pdf,ENGINEERING,ConFit v2,ColBERT,0.4571,0.5385,7
ENGINEERING/20981299.pdf,20981299.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.277,0.1765,3
ENGINEERING/20981299.pdf,20981299.pdf,ENGINEERING,ColBERT,CrossEncoder,0.2267,0.25,4
ENGINEERING/21038022.pdf,21038022.pdf,ENGINEERING,ConFit v2,ColBERT,0.2887,0.25,4
ENGINEERING/21038022.pdf,21038022.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.0777,0.1111,2
ENGINEERING/21038022.pdf,21038022.pdf,ENGINEERING,ColBERT,CrossEncoder,0.2508,0.3333,5
ENGINEERING/21298336.pdf,21298336.pdf,ENGINEERING,ConFit v2,ColBERT,0.5665,0.5385,7
ENGINEERING/21298336.pdf,21298336.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.2426,0.1111,2
ENGINEERING/21298336.pdf,21298336.pdf,ENGINEERING,ColBERT,CrossEncoder,0.3148,0.25,4
ENGINEERING/21629057.pdf,21629057.pdf,ENGINEERING,ConFit v2,ColBERT,0.2207,0.1765,3
ENGINEERING/21629057.pdf,21629057.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.3804,0.25,4
ENGINEERING/21629057.pdf,21629057.pdf,ENGINEERING,ColBERT,CrossEncoder,0.1708,0.1765,3
ENGINEERING/21807224.pdf,21807224.pdf,ENGINEERING,ConFit v2,ColBERT,0.5088,0.25,4
ENGINEERING/21807224.pdf,21807224.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.2356,0.25,4
ENGINEERING/21807224.pdf,21807224.pdf,ENGINEERING,ColBERT,CrossEncoder,0.2433,0.25,4
ENGINEERING/21847415.pdf,21847415.pdf,ENGINEERING,ConFit v2,ColBERT,0.3928,0.25,4
ENGINEERING/21847415.pdf,21847415.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.334,0.1765,3
ENGINEERING/21847415.pdf,21847415.pdf,ENGINEERING,ColBERT,CrossEncoder,0.328,0.1765,3
ENGINEERING/22605864.pdf,22605864.pdf,ENGINEERING,ConFit v2,ColBERT,0.3032,0.25,4
ENGINEERING/22605864.pdf,22605864.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.4514,0.3333,5
ENGINEERING/22605864.pdf,22605864.pdf,ENGINEERING,ColBERT,CrossEncoder,0.3086,0.25,4
ENGINEERING/22890839.pdf,22890839.pdf,ENGINEERING,ConFit v2,ColBERT,0.2732,0.4286,6
ENGINEERING/22890839.pdf,22890839.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.1906,0.4286,6
ENGINEERING/22890839.pdf,22890839.pdf,ENGINEERING,ColBERT,CrossEncoder,0.3904,0.5385,7
ENGINEERING/23234047.pdf,23234047.pdf,ENGINEERING,ConFit v2,ColBERT,0.5167,0.25,4
ENGINEERING/23234047.pdf,23234047.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.3937,0.4286,6
ENGINEERING/23234047.pdf,23234047.pdf,ENGINEERING,ColBERT,CrossEncoder,0.4723,0.5385,7
ENGINEERING/23438227.pdf,23438227.pdf,ENGINEERING,ConFit v2,ColBERT,0.2584,0.25,4
ENGINEERING/23438227.pdf,23438227.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.2469,0.1765,3
ENGINEERING/23438227.pdf,23438227.pdf,ENGINEERING,ColBERT,CrossEncoder,0.7655,0.6667,8
ENGINEERING/23497307.pdf,23497307.pdf,ENGINEERING,ConFit v2,ColBERT,0.2693,0.3333,5
ENGINEERING/23497307.pdf,23497307.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.2046,0.25,4
ENGINEERING/23497307.pdf,23497307.pdf,ENGINEERING,ColBERT,CrossEncoder,0.3568,0.1765,3
ENGINEERING/24322804.pdf,24322804.pdf,ENGINEERING,ConFit v2,ColBERT,0.5162,0.4286,6
ENGINEERING/24322804.pdf,24322804.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.2303,0.1765,3
ENGINEERING/24322804.pdf,24322804.pdf,ENGINEERING,ColBERT,CrossEncoder,0.2395,0.1765,3
ENGINEERING/24647794.pdf,24647794.pdf,ENGINEERING,ConFit v2,ColBERT,0.1012,0.1111,2
ENGINEERING/24647794.pdf,24647794.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.0361,0.0,0
ENGINEERING/24647794.pdf,24647794.pdf,ENGINEERING,ColBERT,CrossEncoder,0.1111,0.1111,2
ENGINEERING/25425322.pdf,25425322.pdf,ENGINEERING,ConFit v2,ColBERT,0.2903,0.3333,5
ENGINEERING/25425322.pdf,25425322.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.1868,0.25,4
ENGINEERING/25425322.pdf,25425322.pdf,ENGINEERING,ColBERT,CrossEncoder,0.1556,0.1765,3
ENGINEERING/25608963.pdf,25608963.pdf,ENGINEERING,ConFit v2,ColBERT,0.3844,0.25,4
ENGINEERING/25608963.pdf,25608963.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.1185,0.1765,3
ENGINEERING/25608963.pdf,25608963.pdf,ENGINEERING,ColBERT,CrossEncoder,0.2713,0.3333,5
ENGINEERING/25797445.pdf,25797445.pdf,ENGINEERING,ConFit v2,ColBERT,0.466,0.3333,5
ENGINEERING/25797445.pdf,25797445.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.4358,0.3333,5
ENGINEERING/25797445.pdf,25797445.pdf,ENGINEERING,ColBERT,CrossEncoder,0.2524,0.25,4
ENGINEERING/25919149.pdf,25919149.pdf,ENGINEERING,ConFit v2,ColBERT,0.1477,0.1765,3
ENGINEERING/25919149.pdf,25919149.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.1472,0.1765,3
ENGINEERING/25919149.pdf,25919149.pdf,ENGINEERING,ColBERT,CrossEncoder,0.4003,0.3333,5
ENGINEERING/25930778.pdf,25930778.pdf,ENGINEERING,ConFit v2,ColBERT,0.3301,0.3333,5
ENGINEERING/25930778.pdf,25930778.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.2361,0.25,4
ENGINEERING/25930778.pdf,25930778.pdf,ENGINEERING,ColBERT,CrossEncoder,0.2748,0.3333,5
ENGINEERING/26456899.pdf,26456899.pdf,ENGINEERING,ConFit v2,ColBERT,0.512,0.25,4
ENGINEERING/26456899.pdf,26456899.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.394,0.3333,5
ENGINEERING/26456899.pdf,26456899.pdf,ENGINEERING,ColBERT,CrossEncoder,0.4861,0.4286,6
ENGINEERING/26834746.pdf,26834746.pdf,ENGINEERING,ConFit v2,ColBERT,0.3114,0.25,4
ENGINEERING/26834746.pdf,26834746.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.1063,0.1111,2
ENGINEERING/26834746.pdf,26834746.pdf,ENGINEERING,ColBERT,CrossEncoder,0.2992,0.3333,5
ENGINEERING/27040860.pdf,27040860.pdf,ENGINEERING,ConFit v2,ColBERT,0.2308,0.3333,5
ENGINEERING/27040860.pdf,27040860.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.3173,0.3333,5
ENGINEERING/27040860.pdf,27040860.pdf,ENGINEERING,ColBERT,CrossEncoder,0.115,0.1765,3
ENGINEERING/27152464.pdf,27152464.pdf,ENGINEERING,ConFit v2,ColBERT,0.5223,0.5385,7
ENGINEERING/27152464.pdf,27152464.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.47,0.5385,7
ENGINEERING/27152464.pdf,27152464.pdf,ENGINEERING,ColBERT,CrossEncoder,0.4459,0.5385,7
ENGINEERING/27756469.pdf,27756469.pdf,ENGINEERING,ConFit v2,ColBERT,0.3877,0.1765,3
ENGINEERING/27756469.pdf,27756469.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.266,0.25,4
ENGINEERING/27756469.pdf,27756469.pdf,ENGINEERING,ColBERT,CrossEncoder,0.2991,0.4286,6
ENGINEERING/28005884.pdf,28005884.pdf,ENGINEERING,ConFit v2,ColBERT,0.4735,0.1765,3
ENGINEERING/28005884.pdf,28005884.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.4526,0.3333,5
ENGINEERING/28005884.pdf,28005884.pdf,ENGINEERING,ColBERT,CrossEncoder,0.4723,0.4286,6
ENGINEERING/28078163.pdf,28078163.pdf,ENGINEERING,ConFit v2,ColBERT,0.5785,0.3333,5
ENGINEERING/28078163.pdf,28078163.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.5437,0.4286,6
ENGINEERING/28078163.pdf,28078163.pdf,ENGINEERING,ColBERT,CrossEncoder,0.557,0.3333,5
ENGINEERING/28320387.pdf,28320387.pdf,ENGINEERING,ConFit v2,ColBERT,0.174,0.25,4
ENGINEERING/28320387.pdf,28320387.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.1917,0.1765,3
ENGINEERING/28320387.pdf,28320387.pdf,ENGINEERING,ColBERT,CrossEncoder,0.7093,0.4286,6
ENGINEERING/28505854.pdf,28505854.pdf,ENGINEERING,ConFit v2,ColBERT,0.4212,0.4286,6
ENGINEERING/28505854.pdf,28505854.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.3307,0.25,4
ENGINEERING/28505854.pdf,28505854.pdf,ENGINEERING,ColBERT,CrossEncoder,0.2227,0.1765,3
ENGINEERING/28628090.pdf,28628090.pdf,ENGINEERING,ConFit v2,ColBERT,0.2325,0.25,4
ENGINEERING/28628090.pdf,28628090.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.1335,0.1765,3
ENGINEERING/28628090.pdf,28628090.pdf,ENGINEERING,ColBERT,CrossEncoder,0.3231,0.3333,5
ENGINEERING/28630325.pdf,28630325.pdf,ENGINEERING,ConFit v2,ColBERT,0.3034,0.25,4
ENGINEERING/28630325.pdf,28630325.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.0738,0.0526,1
ENGINEERING/28630325.pdf,28630325.pdf,ENGINEERING,ColBERT,CrossEncoder,0.2122,0.1765,3
ENGINEERING/28631840.pdf,28631840.pdf,ENGINEERING,ConFit v2,ColBERT,0.2811,0.1111,2
ENGINEERING/28631840.pdf,28631840.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.0943,0.1111,2
ENGINEERING/28631840.pdf,28631840.pdf,ENGINEERING,ColBERT,CrossEncoder,0.2193,0.25,4
ENGINEERING/28762662.pdf,28762662.pdf,ENGINEERING,ConFit v2,ColBERT,0.6541,0.6667,8
ENGINEERING/28762662.pdf,28762662.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.2301,0.25,4
ENGINEERING/28762662.pdf,28762662.pdf,ENGINEERING,ColBERT,CrossEncoder,0.2367,0.25,4
ENGINEERING/28831378.pdf,28831378.pdf,ENGINEERING,ConFit v2,ColBERT,0.3225,0.3333,5
ENGINEERING/28831378.pdf,28831378.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.1761,0.25,4
ENGINEERING/28831378.pdf,28831378.pdf,ENGINEERING,ColBERT,CrossEncoder,0.1683,0.25,4
ENGINEERING/28923650.pdf,28923650.pdf,ENGINEERING,ConFit v2,ColBERT,0.4964,0.3333,5
ENGINEERING/28923650.pdf,28923650.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.3165,0.3333,5
ENGINEERING/28923650.pdf,28923650.pdf,ENGINEERING,ColBERT,CrossEncoder,0.3362,0.3333,5
ENGINEERING/30097175.pdf,30097175.pdf,ENGINEERING,ConFit v2,ColBERT,0.3435,0.25,4
ENGINEERING/30097175.pdf,30097175.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.3153,0.25,4
ENGINEERING/30097175.pdf,30097175.pdf,ENGINEERING,ColBERT,CrossEncoder,0.6152,0.4286,6
ENGINEERING/30288581.pdf,30288581.pdf,ENGINEERING,ConFit v2,ColBERT,0.4987,0.4286,6
ENGINEERING/30288581.pdf,30288581.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.2988,0.1765,3
ENGINEERING/30288581.pdf,30288581.pdf,ENGINEERING,ColBERT,CrossEncoder,0.5314,0.3333,5
ENGINEERING/30542184.pdf,30542184.pdf,ENGINEERING,ConFit v2,ColBERT,0.2084,0.1765,3
ENGINEERING/30542184.pdf,30542184.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.1156,0.0526,1
ENGINEERING/30542184.pdf,30542184.pdf,ENGINEERING,ColBERT,CrossEncoder,0.111,0.1111,2
ENGINEERING/31677347.pdf,31677347.pdf,ENGINEERING,ConFit v2,ColBERT,0.5163,0.4286,6
ENGINEERING/31677347.pdf,31677347.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.3019,0.3333,5
ENGINEERING/31677347.pdf,31677347.pdf,ENGINEERING,ColBERT,CrossEncoder,0.2948,0.25,4
ENGINEERING/31684925.pdf,31684925.pdf,ENGINEERING,ConFit v2,ColBERT,0.4337,0.4286,6
ENGINEERING/31684925.pdf,31684925.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.1988,0.1111,2
ENGINEERING/31684925.pdf,31684925.pdf,ENGINEERING,ColBERT,CrossEncoder,0.2139,0.1765,3
ENGINEERING/31694970.pdf,31694970.pdf,ENGINEERING,ConFit v2,ColBERT,0.2133,0.1111,2
ENGINEERING/31694970.pdf,31694970.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.1844,0.25,4
ENGINEERING/31694970.pdf,31694970.pdf,ENGINEERING,ColBERT,CrossEncoder,0.255,0.1111,2
ENGINEERING/32081266.pdf,32081266.pdf,ENGINEERING,ConFit v2,ColBERT,0.2371,0.1765,3
ENGINEERING/32081266.pdf,32081266.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.1498,0.1111,2
ENGINEERING/32081266.pdf,32081266.pdf,ENGINEERING,ColBERT,CrossEncoder,0.25,0.3333,5
ENGINEERING/32802563.pdf,32802563.pdf,ENGINEERING,ConFit v2,ColBERT,0.1506,0.25,4
ENGINEERING/32802563.pdf,32802563.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.075,0.1111,2
ENGINEERING/32802563.pdf,32802563.pdf,ENGINEERING,ColBERT,CrossEncoder,0.2957,0.1111,2
ENGINEERING/32985311.pdf,32985311.pdf,ENGINEERING,ConFit v2,ColBERT,0.2703,0.3333,5
ENGINEERING/32985311.pdf,32985311.pdf,ENGINEERING,ConFit v2,CrossEncoder,0.1815,0.25,4
